@relation R_data_frame

@attribute X_1 numeric
@attribute X_2 numeric
@attribute X_3 numeric
@attribute Y_1 numeric
@attribute Y_2 numeric
@attribute Y_3 numeric
@attribute Y_4 numeric
@attribute C {FALSE,TRUE}

@data
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,1,0,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,1,0,0,0,1,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,0,0,0,1,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,0,0,0,1,TRUE
1,0,0,0,1,0,0,TRUE
0,1,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,1,0,0,1,0,0,FALSE
0,1,0,0,0,0,1,TRUE
1,0,0,0,0,1,0,TRUE
0,0,1,0,0,0,1,TRUE
1,0,0,0,0,1,0,FALSE
1,0,0,0,1,0,0,TRUE
1,0,0,1,0,0,0,TRUE
1,0,0,0,1,0,0,TRUE
0,1,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,1,0,1,0,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,1,0,1,0,0,0,TRUE
0,0,1,1,0,0,0,FALSE
1,0,0,1,0,0,0,TRUE
0,1,0,0,0,1,0,FALSE
0,1,0,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,0,0,1,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,1,0,0,1,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,0,1,0,0,1,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,0,1,FALSE
0,1,0,0,0,1,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,1,0,TRUE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,0,0,0,1,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,0,1,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,1,0,1,0,0,0,FALSE
0,0,1,0,0,1,0,FALSE
1,0,0,1,0,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,TRUE
1,0,0,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,0,0,1,0,TRUE
0,0,1,0,0,0,1,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,0,1,0,0,FALSE
0,1,0,1,0,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,1,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,0,1,TRUE
0,0,1,0,0,0,1,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,0,0,1,0,TRUE
0,1,0,0,0,0,1,FALSE
0,1,0,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,1,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,1,0,0,0,1,0,FALSE
0,0,1,0,0,0,1,FALSE
1,0,0,0,0,0,1,FALSE
0,0,1,1,0,0,0,FALSE
0,1,0,0,0,0,1,FALSE
0,1,0,1,0,0,0,TRUE
0,1,0,1,0,0,0,TRUE
0,0,1,0,0,0,1,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,0,0,1,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,1,0,1,0,0,0,TRUE
1,0,0,0,0,0,1,FALSE
0,1,0,1,0,0,0,TRUE
0,0,1,0,0,1,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,0,1,0,0,0,1,TRUE
1,0,0,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,0,0,0,1,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,1,0,1,0,0,0,TRUE
1,0,0,0,1,0,0,TRUE
0,1,0,1,0,0,0,FALSE
1,0,0,0,0,0,1,FALSE
1,0,0,1,0,0,0,TRUE
0,0,1,0,0,0,1,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,0,0,0,1,FALSE
0,0,1,0,0,0,1,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,TRUE
1,0,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,0,0,0,1,TRUE
0,0,1,1,0,0,0,FALSE
0,1,0,0,1,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,1,0,1,0,0,0,TRUE
0,0,1,0,0,1,0,TRUE
0,1,0,0,1,0,0,TRUE
1,0,0,0,1,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,0,0,1,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,FALSE
1,0,0,0,1,0,0,TRUE
1,0,0,0,0,0,1,FALSE
0,1,0,0,0,1,0,TRUE
0,0,1,1,0,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,1,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,1,0,0,0,0,1,TRUE
0,0,1,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,1,0,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
1,0,0,0,0,0,1,FALSE
1,0,0,1,0,0,0,FALSE
0,1,0,0,1,0,0,TRUE
0,1,0,0,0,1,0,FALSE
0,1,0,1,0,0,0,TRUE
0,1,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
1,0,0,0,0,1,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,1,0,0,0,0,1,TRUE
0,1,0,1,0,0,0,TRUE
0,0,1,0,0,1,0,FALSE
0,0,1,0,0,0,1,FALSE
0,1,0,1,0,0,0,FALSE
0,0,1,0,0,1,0,TRUE
0,1,0,0,0,1,0,FALSE
0,0,1,0,0,0,1,FALSE
0,1,0,0,0,1,0,FALSE
1,0,0,0,1,0,0,TRUE
1,0,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,1,0,0,0,0,1,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,0,0,0,1,TRUE
0,1,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,0,1,0,0,1,0,TRUE
0,0,1,0,1,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,0,1,FALSE
0,1,0,0,1,0,0,TRUE
0,1,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,0,1,0,0,0,1,TRUE
0,1,0,0,0,0,1,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,1,0,0,0,1,0,FALSE
0,0,1,1,0,0,0,TRUE
1,0,0,0,0,1,0,TRUE
1,0,0,0,1,0,0,FALSE
0,1,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,1,0,0,0,1,0,TRUE
0,1,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,1,0,0,0,1,0,FALSE
1,0,0,0,1,0,0,FALSE
1,0,0,0,0,1,0,FALSE
0,1,0,0,1,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,1,0,0,0,TRUE
0,0,1,0,0,1,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,0,0,1,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,1,0,0,0,1,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,0,0,0,1,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,0,0,0,1,FALSE
0,1,0,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,1,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,0,0,1,0,FALSE
0,0,1,1,0,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,1,0,1,0,0,0,FALSE
0,1,0,0,1,0,0,TRUE
0,0,1,0,0,1,0,FALSE
0,0,1,1,0,0,0,FALSE
0,1,0,1,0,0,0,TRUE
1,0,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,1,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,1,0,1,0,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,1,0,0,0,0,1,TRUE
1,0,0,0,1,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,1,0,0,1,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,1,0,0,1,0,0,TRUE
1,0,0,1,0,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
1,0,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,1,0,0,1,0,0,FALSE
0,1,0,1,0,0,0,TRUE
0,0,1,0,0,0,1,FALSE
0,1,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,TRUE
1,0,0,1,0,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,0,0,0,1,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,1,0,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,1,0,0,0,1,0,FALSE
0,0,1,0,0,0,1,FALSE
0,0,1,0,1,0,0,TRUE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
1,0,0,1,0,0,0,TRUE
0,1,0,1,0,0,0,FALSE
0,1,0,0,1,0,0,TRUE
0,1,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,1,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
1,0,0,0,1,0,0,TRUE
1,0,0,1,0,0,0,FALSE
1,0,0,0,0,1,0,FALSE
1,0,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,1,0,0,0,0,1,FALSE
0,0,1,0,0,1,0,TRUE
1,0,0,1,0,0,0,TRUE
1,0,0,1,0,0,0,TRUE
0,0,1,0,0,0,1,TRUE
0,0,1,1,0,0,0,FALSE
0,1,0,1,0,0,0,FALSE
1,0,0,1,0,0,0,TRUE
0,0,1,1,0,0,0,TRUE
1,0,0,0,1,0,0,FALSE
0,1,0,1,0,0,0,TRUE
1,0,0,0,0,1,0,FALSE
0,0,1,1,0,0,0,TRUE
1,0,0,0,0,1,0,TRUE
0,1,0,0,0,0,1,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,0,0,0,1,TRUE
1,0,0,1,0,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,1,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,0,0,1,0,FALSE
0,0,1,0,0,0,1,FALSE
0,0,1,0,0,1,0,FALSE
1,0,0,0,1,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,1,0,0,1,0,0,FALSE
1,0,0,1,0,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,0,1,0,0,0,1,TRUE
0,0,1,0,0,0,1,FALSE
0,0,1,1,0,0,0,TRUE
0,1,0,0,0,0,1,FALSE
0,1,0,0,1,0,0,TRUE
0,1,0,1,0,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,0,0,0,1,FALSE
0,0,1,0,0,0,1,TRUE
0,0,1,0,0,1,0,TRUE
1,0,0,0,1,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,TRUE
1,0,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,1,0,0,0,TRUE
1,0,0,1,0,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
1,0,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,1,0,0,1,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
1,0,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,TRUE
1,0,0,1,0,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,0,1,1,0,0,0,TRUE
1,0,0,1,0,0,0,TRUE
0,1,0,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,FALSE
1,0,0,1,0,0,0,FALSE
1,0,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,0,0,1,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,0,0,0,1,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,1,0,1,0,0,0,TRUE
1,0,0,0,1,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
1,0,0,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
1,0,0,1,0,0,0,FALSE
0,1,0,0,1,0,0,TRUE
1,0,0,1,0,0,0,TRUE
1,0,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,0,1,0,TRUE
0,0,1,1,0,0,0,FALSE
0,1,0,1,0,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,TRUE
0,1,0,1,0,0,0,FALSE
0,0,1,0,0,0,1,TRUE
1,0,0,0,0,0,1,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
1,0,0,0,1,0,0,TRUE
1,0,0,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,0,0,0,1,FALSE
0,0,1,0,0,1,0,TRUE
1,0,0,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,0,1,0,0,1,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,1,0,0,TRUE
1,0,0,0,1,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,0,1,0,0,1,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,0,0,0,1,TRUE
0,0,1,0,1,0,0,FALSE
0,0,1,0,0,0,1,TRUE
0,0,1,0,1,0,0,FALSE
0,1,0,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,0,1,0,1,0,0,FALSE
0,1,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,FALSE
0,0,1,0,0,0,1,TRUE
0,0,1,1,0,0,0,TRUE
0,0,1,0,1,0,0,TRUE
0,1,0,0,1,0,0,FALSE
0,0,1,0,0,0,1,TRUE
0,0,1,1,0,0,0,TRUE
0,1,0,0,1,0,0,TRUE
1,0,0,1,0,0,0,TRUE
1,0,0,0,1,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,1,0,0,0,FALSE
0,0,1,1,0,0,0,TRUE
0,0,1,0,0,0,1,TRUE
0,0,1,0,0,1,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,0,1,0,0,FALSE
1,0,0,1,0,0,0,FALSE
0,0,1,0,1,0,0,FALSE
1,0,0,0,1,0,0,TRUE
0,0,1,0,0,1,0,FALSE
